doi,fields
10.1038/cddis.2011.61,Promoter_Multiple drug resistance_Chromatin immunoprecipitation_Molecular biology_FOXC2_ATP-binding cassette transporter_Cancer research_Epithelial–mesenchymal transition_Cell culture_Transcription factor_Biology
10.1111/j.1540-4560.1990.tb00270.x,Sense of agency_Psychology_Morality_Disengagement theory_Social discrimination_Dehumanization_Moral disengagement_Social value orientations_Social psychology
10.1104/pp.011015,Isozyme_Plant defense against herbivory_Arabidopsis thaliana_Jasmonate_Glucosinolate_Salicylic acid_Jasmonic acid_Arabidopsis_Biochemistry_Biology
10.2307/3053871,Decision problem_Actuarial science_Economics_Audit_Expected utility hypothesis_Taxpayer_Enforcement_Decision theory_Cognitive heuristics_Deterrence theory
10.1111/j.1570-7458.1993.tb01749.x,Statistics_Covariate_Analysis of covariance_Ecology_Nutritional Indices_Food consumption_Food intake_Biology
10.1016/j.amjmed.2006.07.034,Surgery_Odds ratio_Pediatrics_Cohort study_Warfarin_Vascular disease_Anticoagulant_Atrial fibrillation_Stroke_Medicine_Cohort
10.1074/jbc.m710280200,Transient receptor potential channel_Receptor_Chemistry_In vivo_Neurogenic inflammation_Sesquiterpene_Inflammation_Polygodial_Terpene_Biochemistry_Pharmacology
10.1016/j.tmrv.2016.02.002,Surgery_Psychological intervention_Donation_Social support_Plasmapheresis_Incentive_Family medicine_Behavioural sciences_Anxiety_Altruism_Medicine
10.1006/anbe.1994.1322,Aposematism_Olfaction_Ecology_Insect_Coturnix_Coccinella septempunctata_Coccinellidae_Coturnix coturnix_Biology_Taste_Zoology
10.1016/j.psychres.2016.04.042,Psychiatry_Mental health_Public health_Psychology_Stigma (botany)_Psychological intervention_Mental illness_Social stigma_Social discrimination_Effective interventions_Clinical psychology
10.1111/j.1752-1688.2009.00395.x,Nutrient_Eutrophication_Prymnesium parvum_Prymnesium_Phytoplankton_Population_Allelopathy_Botany_Redfield ratio_Biology
10.1007/s13593-011-0022-4,Agriculture_Integrated pest management_Biodiversity_Cropping_Conservation agriculture_Agroecology_Ecology_Sustainable management_Intensive farming_Biology
10.2307/827765,Economics_Empirical evidence_Expected utility hypothesis_Sanctions_Procedural justice_Enforcement_Cost effectiveness_Legitimacy_Fishery_Deterrence theory
10.1016/j.cbpa.2005.11.015,Audiogram_Silver carp_Asian carp_Carp_Bighead carp_Aristichthys nobilis_Sound field_Fishery_Biology
10.1007/s11211-008-0066-z,Retributive justice_Psychology_Social policy_Social dominance orientation_Universalism_Social attitudes_Deterrence theory_Authoritarianism_Criminology_Social psychology_Punitive damages
10.1016/j.jeconom.2011.09.013,Counterfactual thinking_Oligopoly_Economics_Microeconomics_Game theory_Repeated game_Strategic entry deterrence_Economies of scale_Industry dynamics_State space
10.1080/07418825.2011.633543,Psychology_Propensity score matching_Sanctions_Selection bias_Knowledge base_Deterrence theory_Juvenile delinquency_Criminology_Social psychology
10.1002/aja.1000030206,Anatomy_Embryo_Nervous system_Biology
10.2307/2265733,Myrosinase_Ecology_Limnephilidae_Glucosinolate_Limnephilus_Physella gyrina_Gammarus_Watercress_Chemical defense_Botany_Biology
10.1111/j.1540-5893.2010.00405.x,Normative model of decision-making_Sociology_Terrorism_Procedural justice_Law enforcement_Poison control_Public administration_Normative_Legitimacy_Deterrence theory
10.3354/meps08548,Dimethylsulfoniopropionate_Salt marsh dieback_Jasmonic acid_Littoraria irrorata_Abscisic acid_Spartina alterniflora_Spartina_Botany_Biology_Salt marsh
10.3390/molecules191016573,Composition (visual arts)_Larva_Mechanism of action_Essential oil_Aedes aegypti_Croton_Trypsin activity_Toxicity_Toxicology_Biology
10.1080/0268051042000224743,Computer-mediated communication_World Wide Web_Online participation_Educational technology_Synchronous learning_Online discussion_Online learning_Computer science_Distance education_Questionnaire
10.1111/j.1745-9125.2011.00256.x,Public economics_Indirect tax_Economics_Revenue_Law_Tax policy_Liability_Corporate tax_Persuasion_Deterrence theory_Tax deduction
10.1007/bf00345541,Predation_Arthropod_Fern_Tannin_Botany_Temperate climate_Biology
10.1104/pp.110.161869,Mutant_Plant physiology_Arabidopsis thaliana_Ethylene_Sucrose_Anthocyanin_Arabidopsis_Sugar transporter_Biochemistry_Biology
10.1046/j.1365-294x.2003.01758.x,Species complex_Predation_Ecology_Neritina_Bugula_Local adaptation_Bugula neritina_Symbiosis_Community_Biology_Zoology
10.1104/pp.15.01405,Carbohydrate metabolism_Photosynthesis_Ecology_Insect_Primary metabolism_Terpene_Herbivore_Lipid metabolism_Inducible plant defenses against herbivory_Biology
10.1007/s10683-014-9405-0,Public economics_Public good_Economics_Social dilemma_Turnover_Parallels_Sanctions_Formal sanction_Voting
10.3354/meps277079,Fucus vesiculosus_Fucus_Fucales_Arbacia_Phlorotannin_Brown algae_Chemical defense_Algae_Botany_Biology
10.1111/j.1365-2222.2004.02002.x,Epidemiology_Logistic regression_Odds ratio_Physical therapy_Allergy_Asthma_Passive smoking_Population_Confidence interval_Medicine_Environmental health
10.1007/s12355-009-0066-9,Sugar beet_Rhizoctonia_Root rot_Fusarium solani_Mycorrhiza_Trichoderma_Rhizoctonia solani_Arbuscular mycorrhiza_Agronomy_Biology
10.1016/j.vaccine.2012.07.003,Odds ratio_Vaccination_Cervical cancer_Daughter_Cervical screening_Human papillomavirus vaccination_Gynecology_Health board_Confidence interval_Family medicine_Medicine
10.1086/324660,Political science_Law_Legislation_Deterrence theory_Criminology_Simultaneity
10.1111/j.1468-0084.2006.00439.x,Neighbourhood (mathematics)_Public good_Economics_Simultaneous equations model_Unintended consequences_Development aid_Public bad_Development economics_Deterrence theory_Spanish Civil War
10.1037/1528-3542.5.4.396,Sensation seeking_Moro reflex_Developmental psychology_Stimulus (physiology)_Psychology_Psychophysiology_Aversive Stimulus_Poison control_Anxiety_Anticipation
10.1111/j.1745-9125.1993.tb01125.x,Logit_Commit_Psychology_Perception_Matched control_Deterrence theory_Certainty_Social psychology
10.1007/s10900-012-9595-3,Reproductive health_Nursing_Health care_Health facility_Family planning_Acquired immunodeficiency syndrome (AIDS)_Population_Program evaluation_Medicine_Interpersonal relationship
10.1097/00005537-199707000-00010,Epidemiology_Cancer_Internal medicine_Etiology_Physical therapy_Head and neck cancer_Cancer survivor_Smoking cessation_Concomitant_Acquired immunodeficiency syndrome (AIDS)_Medicine
10.1080/08927010903046268,Oceanography_Fouling_Bay_Invertebrate_Biota_Species richness_Algae_Biofouling_Hydroid (zoology)_Biology
10.3386/w4316,No data.
10.1586/egh.09.72,Risk management plan_Intensive care medicine_Postmarketing surveillance_Adverse effect_Ischemic colitis_Irritable bowel syndrome_5-HT3 antagonist_Alosetron_Alosetron Hydrochloride_Medicine_Pharmacology
10.1007/s00436-009-1593-8,Biological pest control_Pesticide_Anopheles subpictus_Ethyl acetate_Anopheles stephensi_Anopheles_Cocculus hirsutus_After treatment_Toxicology_Traditional medicine_Biology
10.1890/12-1664.1,Plant tolerance to herbivory_Plant defense against herbivory_Predation_Ecology_Seed predation_Popillia_Jasmonic acid_Japanese beetle_Herbivore_Botany_Biology
10.1111/j.1467-9930.1987.tb00414.x,Lying_Sociology_Law and economics_Law_Enforcement_Command and control regulation_Persuasion_Social control_Command and control_Deterrence theory_Typology
10.1016/s0740-5472(97)00286-9,Psychiatry_Psychology_Referral_Anxiety disorder_Comorbidity_Posttraumatic stress_Ptsd treatment_Illicit drug_Substance abuse_Clinical trial_Clinical psychology
10.1007/s004420100703,Seedling_Salicaceae_Arionidae_Salix sericea_Gastropoda_Willow_Hybrid_Chemical defense_Botany_Biology
10.1257/aer.90.3.584,Empirical research_Economics_Crime control_Conviction_Aggregate data_Sanctions_Apprehension_Poison control_Deterrence theory_Criminology
10.1186/1475-2875-10-207,Pesticide_Malaria_Mosquito control_Malaria vector control_Malaria transmission_Product profile_Toxicology_Biology
10.1152/jn.1997.78.2.734,Transduction (genetics)_Neuroscience_Taste receptor_Electrophysiology_Communication_Biology
10.1016/j.pbb.2013.07.012,Internal medicine_Endocrinology_Cytisine_Meal_Self-administration_Nicotine_Weight gain_Weight change_Partial agonist_Medicine_Appetite_Pharmacology
10.1002/ajp.22149,Lichen_Nutrient_Horticulture_Habitat_Colobinae_Condensed tannin_Snub-nosed monkey_Rhinopithecus roxellana_National nature reserve_Botany_Biology
10.1002/smj.2205,Finance_Cash conversion cycle_Cash flow forecasting_Economics_Operating cash flow_Cash_Terminal value_Monetary economics_Opportunity cost_Cash management_Cash flow statement
10.1002/ajp.10034,Clearing_Habitat_Ecology_Marantaceae_Gorilla_Cyperaceae_Cyperus_Pongidae_Swamp_Biology
10.1111/plb.12032,Metabolome_Biotic stress_Metabolomics_Asparagine_Leucine_Quinic acid_Choline_Shikimic acid_Biochemistry_Botany_Biology
10.1016/j.jvs.2010.10.084,Radiology_Superficial venous thrombosis_Venous thromboembolism_Epidemiologic study_Medicine
10.1093/beheco/arn135,Sexual selection_Stimulus (physiology)_Cognitive psychology_Thryophilus_Banded wren_Theoretical models_Signal intensity_Gradual increase_Biology
10.1080/08927010009378445,Bioassay_Metamorphosis_Larva_Ulvophyceae_Chlorophyta_Polychaete_Algae_Botany_Biofouling_Biology
10.1007/s00436-010-2126-1,Parthenium_Petroleum ether_Parthenium hysterophorus_Diethyl ether_Hexane_Aedes aegypti_Acetone_Toxicology_Fecundity_Biology
10.1007/s10350-007-0234-5,Interquartile range_Surgery_Input/output (C++)_Laparoscopic surgery_Endoscopy_Laparoscopy_Surgical oncology_Colorectal surgery_Indirect costs_Medicine
10.1111/j.1467-9930.2007.00248.x,Public economics_Business_Payment_Government_Public good_Audit_Incentive_Political process_Contractual relationship_Deterrence theory
10.1037/0022-3514.40.2.303,Identifiability_Social perception_Psychology_Social compensation_Social loafing_Intergroup dynamics_Energy expenditure_Social psychology
10.1080/15592324.2015.1027850,Salinity_Abiotic component_Arabidopsis thaliana_Anthocyanin_Arabidopsis_Ros scavenger_Absorption radiation_Biochemistry_Botany_Biology_Abiotic stress
10.1002/ps.2235,Sapogenin_Diosgenin_Quillaja saponaria_Aescin_Saponin_Aglycone_Saponaria_Triterpene_Biochemistry_Traditional medicine_Biology
10.1590/s0074-02762004000100021,Culex quinquefasciatus_Methoprene_Aedes aegypti_Fenthion_Anopheles stephensi_Aedes_Gambusia_Rutaceae_Traditional medicine_Botany_Biology
10.1098/rspb.2011.1169,Aposematism_Predation_Arrow poison_Mammal_Acokanthera_Acokanthera schimperi_Cardenolide_Botany_Biology_Predator
10.1111/j.1420-9101.2008.01643.x,Sexual dimorphism_Dewlap_Sexual selection_Intraspecific competition_Predation_Anolis_Leiocephalus_Natural selection_Biology_Zoology
10.1177/002224379503200309,No data.
10.1016/j.tplants.2013.11.002,Germination_Biomineralization_Photosynthesis_Calcium carbonate_Ecological significance_Herbivore_Calcium_Botany_Biogeochemical cycle_Biology
10.1104/pp.127.1.194,Arabidopsis thaliana_Brassica_Glucosinolate_Exudate_Capparales_Arabidopsis_Phloem transport_Phloem_Biochemistry_Botany_Biology
10.1046/j.1365-2435.1997.00087.x,Pollinator_Woody plant_Mutualism (biology)_Nectar_Caryocar brasiliense_Caryocar_Caryocaraceae_Herbivore_Botany_Biology
10.1007/s10750-010-0395-4,Plankton_Zooplankton_Primary producers_Predation_Ecology_Phytoplankton_Herbivore_Trophic level_Biology_Trophic cascade
10.1086/467466,Welfare_Public policy_Pareto principle_Political economy_Economics_Empirical evidence_Corporate environmentalism_Social Welfare_Deterrence theory_Politics
10.1080/13548500903012871,Social environment_Mental health_Public health_Nursing_Health care_Perception_Well-being_Workload_Medicine_Exploratory research
10.1089/104454999315079,Virology_Immunodeficiency_Antigenicity_HIV vaccine_Genetics_Pathogenicity_Biology
10.1377/hlthaff.2011.0029,Vaccination_MEDLINE_Long-term care_Extramural_Quality of care_Nursing homes_Medicine_Gerontology
10.1111/j.1570-7458.1982.tb03118.x,Host (biology)_Sensory coding_Host plants_Genetics_Biology
10.1111/j.1937-5956.2006.tb00250.x,Product market_Business_New product development_Remanufacturing_Monopoly_Automotive industry_Commerce
10.1111/pbi.12080,Host (biology)_Glycoside_Western flower thrips_Chrysanthemum morifolium_Nerolidol_Linalool_Herbivore_Botany_Biology_Plastid
10.1080/0260293032000158171,Psychology_Perception_Academic dishonesty_Self-management_Formal sanction_Student perceptions_Deterrence theory_Social psychology
10.1111/1745-9125.12028,Engineering_Banner_Honeypot_Cybercrime_Communication bandwidth_Internet users_Computer security_Deterrence theory
10.2202/1469-3569.1001,Explained variation_Political economy_International trade_Economics_Congressional elections_Deterrence theory_Politics
10.1177/1043659604273547,Cultural diversity_Cross-sectional study_Psychology_Institutionalisation_Qualitative research_Negotiation_Dementia_Hispanic latino_Social value orientations_Clinical psychology_Gerontology
10.1139/cjfas-2013-0556,Juvenile_Sturgeon_Acipenser_Green sturgeon_Acipenser transmontanus_Water diversion_Fresh water_Effective management_Biology_Forestry
10.1677/joe.1.06900,Internal medicine_Endocrinology_Ecology_Arthropod_Ecdysteroid_Steroid_Plant species_Hormone_Biology_Zoology
10.1071/cp08427,Osmolyte_Horticulture_Photoinhibition_Osmoprotectant_Gibberellic acid_Salicylic acid_Abscisic acid_Plant nutrition_Poaceae_Botany_Biology
10.1371/journal.pone.0166121,Finance_Peer review_Health care_Quality care_Financial protection_Health spending_Household survey_Selection bias_Health economics_Medicine
10.1016/j.im.2003.12.008,The Internet_Information technology_Theory of reasoned action_Psychology_Obligation_Social psychology_Behavioral modeling_Hacker_Theory of planned behavior_Situational ethics
10.1128/jvi.00218-12,Transduction (genetics)_Gene delivery_Virology_Epitope_Capsid_Virus_Adeno-associated virus_Epitope mapping_Monoclonal antibody_Biology
10.1128/jvi.01012-07,Golgi apparatus_Innate immune system_Endoplasmic reticulum_Virology_Coronavirus_Karyopherin alpha 2_Golgi membrane_Beta Karyopherins_Nuclear transport_Biology_Cell biology
10.1093/jxb/erp370,Jasmonate_Secondary metabolite_Solanaceae_Hairless_Manduca sexta_Solanum_Trichome_Botany_Plant morphology_Biology
10.1007/s00442-012-2343-7,Host (biology)_Foraging_Battus philenor_Insect_Aristolochia_Aristolochic acid_Herbivore_Botany_Natural selection_Biology
10.2139/ssrn.230875,Government_Economics_Sanctions_Law enforcement_Monetary economics
10.1111/evo.12524,Aposematism_Sexual selection_Predation_Ecology_Heliconius erato_Heliconius_Attraction_Mate choice_Evolutionary biology_Biology_Predator
10.1007/s10567-013-0128-0,Mental health_Evidence-based practice_Psychology_Randomized controlled trial_Psychological intervention_Population_Parent training_Clinical trial_Clinical psychology_Meta-analysis
10.1007/s10340-014-0635-x,Biophysics_Aphid_Myzus persicae_Electrical penetration graph_Damascone_Negative response_Phloem_Botany_Biology
10.1371/journal.pone.0071452,Norm (social)_Peer group_Cognition_Peer pressure_Performance-Enhancing Substances_Medicine_Social psychology_Social network_Interpersonal relationship_Situational ethics
10.3354/meps195125,Chemical ecology_Invertebrate_Predation_Ecology_Sponge_Chemical defense_Biology
10.1105/tpc.111.088989,Mutant_Arabidopsis thaliana_Jasmonate_Methyl jasmonate_Arabidopsis_Pseudomonas syringae_Capsella rubella_Nicotiana tabacum_Biochemistry_Botany_Biology
10.1007/s00114-005-0070-1,Bioassay_Larva_Lepidoptera genitalia_Alkaloid_Lymantria dispar_Dispar_Plant species_Gypsy moth_Botany_Biology
